gene	n_isolates	prevalence	single_copy_frac	excluded_reason	is_core_cds
group_3370	1231	1.0	1.0		True
group_3366	1231	1.0	0.9976		True
group_3361	1231	1.0	1.0		True
group_3357	1231	1.0	1.0		True
saeS	1231	1.0	0.9976		True
whiA	1231	1.0	0.9951		True
adcA	1231	1.0	0.9984		True
cap8P	1231	1.0	0.9992		True
group_3347	1231	1.0	0.9992		True
group_3345	1231	1.0	0.9943		True
group_3344	1231	1.0	1.0		True
group_3342	1231	1.0	0.9764		False
group_3338	1231	1.0	1.0		True
group_3335	1231	1.0	0.9984	paralog_readval_masked	False
cap8O	1231	1.0	0.9992		True
group_3331	1231	1.0	1.0		True
group_3329	1231	1.0	0.9976		True
group_3327	1231	1.0	0.9984		True
mutT	1231	1.0	0.9968		True
group_3323	1231	1.0	1.0		True
arlR	1231	1.0	0.9911		True
narT	1231	1.0	1.0		True
group_3316	1231	1.0	0.9951		True
rsbW	1231	1.0	0.9992		True
group_3309	1231	1.0	1.0		True
group_3307	1231	1.0	0.9805		False
group_3302	1231	1.0	0.9992	paralog_readval_masked	False
group_3298	1231	1.0	0.9992		True
clpY	1231	1.0	0.9992		True
cap8M	1231	1.0	0.9992		True
group_3294	1231	1.0	0.9959		True
group_3293	1231	1.0	0.9976		True
group_3291	1231	1.0	0.9659		False
group_3289	1231	1.0	1.0		True
group_3286	1231	1.0	0.9992		True
group_3285	1231	1.0	0.9984		True
group_3284	1231	1.0	1.0		True
group_3278	1231	1.0	0.9959		True
sbnH	1231	1.0	0.9968		True
group_3267	1231	1.0	1.0		True
group_3265	1231	1.0	0.9951		True
group_3264	1231	1.0	1.0		True
dinG	1231	1.0	0.9976		True
group_3259	1231	1.0	1.0		True
group_3258	1231	1.0	0.9992		True
group_3254	1231	1.0	0.9992		True
group_3250	1231	1.0	0.9984		True
group_3246	1231	1.0	0.9984		True
srtB	1231	1.0	1.0		True
group_3234	1231	1.0	1.0		True
group_3233	1231	1.0	0.9756		False
rihB	1231	1.0	0.9667		False
group_3230	1231	1.0	0.9992		True
group_3229	1231	1.0	0.9992		True
group_3227	1231	1.0	0.9992		True
sapep	1231	1.0	0.9992		True
fhuC	1231	1.0	0.9968		True
group_3223	1231	1.0	0.9927		True
group_3220	1231	1.0	1.0		True
group_3217	1231	1.0	0.9992		True
group_3214	1231	1.0	0.9894		False
group_3213	1231	1.0	0.9968		True
mreC	1231	1.0	0.9935		True
group_3206	1231	1.0	1.0		True
group_3202	1231	1.0	0.9976		True
cidB	1231	1.0	1.0		True
group_3201	1231	1.0	0.9935		True
pmtA	1231	1.0	0.9984		True
bglA	1231	1.0	0.987		False
graX	1231	1.0	0.9894		False
group_3193	1231	1.0	0.9968	paralog_readval_masked	False
group_3192	1231	1.0	0.9984		True
group_3191	1231	1.0	1.0		True
group_3188	1231	1.0	0.9968		True
group_3187	1231	1.0	1.0		True
hrcA	1231	1.0	1.0		True
grpE	1231	1.0	0.9976		True
group_3185	1231	1.0	0.9984		True
ywfO	1231	1.0	0.9951		True
fabI	1231	1.0	1.0		True
group_3182	1231	1.0	1.0		True
metN	1231	1.0	1.0		True
nreB	1231	1.0	0.9984		True
group_3177	1231	1.0	0.9984		True
group_3175	1231	1.0	0.9984		True
group_3172	1231	1.0	0.9992		True
group_3171	1231	1.0	0.9992		True
yigZ	1231	1.0	0.9984		True
group_3166	1231	1.0	0.9959		True
yqeH	1231	1.0	0.9992		True
cap8G	1231	1.0	0.9984		True
cap8E	1231	1.0	0.9919		True
group_3159	1231	1.0	0.9968	paralog_readval_masked	False
xpaC	1231	1.0	0.9959		True
group_3156	1231	1.0	1.0		True
group_3155	1231	1.0	0.9959		True
pepS	1231	1.0	0.9943		True
group_3153	1231	1.0	1.0	paralog_readval_masked	False
group_3152	1231	1.0	1.0		True
parB	1231	1.0	1.0		True
group_3149	1231	1.0	1.0		True
group_3146	1231	1.0	0.9992		True
group_3144	1231	1.0	0.9992		True
group_3143	1231	1.0	1.0		True
sbnG	1231	1.0	0.9968	paralog_readval_masked	False
sbnF	1231	1.0	1.0		True
group_3142	1231	1.0	0.9992		True
group_3140	1231	1.0	1.0		True
ezrA	1231	1.0	0.9984		True
group_3138	1231	1.0	0.9992		True
ytxJ	1231	1.0	1.0		True
group_3137	1231	1.0	0.9984		True
group_3134	1231	1.0	0.9992		True
group_3131	1231	1.0	1.0		True
group_3130	1231	1.0	0.9992		True
group_3128	1231	1.0	1.0	paralog_readval_masked	False
group_3127	1231	1.0	0.9976		True
msrR	1231	1.0	0.9992		True
ywpF	1231	1.0	1.0	paralog_readval_masked	False
group_3121	1231	1.0	0.987		False
walK	1231	1.0	0.9984		True
group_3119	1231	1.0	0.9992		True
group_3118	1231	1.0	0.9992		True
yrvN	1231	1.0	0.9992		True
ygaD	1231	1.0	0.9935		True
group_3114	1231	1.0	0.9984		True
group_3113	1231	1.0	0.9976		True
group_3111	1231	1.0	0.9984		True
group_3108	1231	1.0	0.9992		True
group_3104	1231	1.0	0.9992		True
group_3102	1231	1.0	0.9992		True
group_3100	1231	1.0	1.0		True
thrP	1231	1.0	0.9976		True
group_3099	1231	1.0	0.9992		True
group_3098	1231	1.0	0.9968		True
group_3096	1231	1.0	0.9992		True
group_3089	1231	1.0	0.9992	paralog_readval_masked	False
group_3088	1231	1.0	0.9976		True
group_3084	1231	1.0	0.9927		True
isdI	1231	1.0	1.0		True
group_3083	1231	1.0	0.9968		True
group_3079	1231	1.0	0.9951		True
group_3076	1231	1.0	0.9894		False
group_3071	1231	1.0	0.9894		False
group_3070	1231	1.0	0.9992		True
group_3068	1231	1.0	1.0		True
group_3067	1231	1.0	0.9781		False
group_3066	1231	1.0	0.9976		True
group_3065	1231	1.0	0.974		False
group_3055	1231	1.0	0.9984		True
group_3052	1231	1.0	1.0		True
rqcH	1231	1.0	0.9992		True
group_3049	1231	1.0	1.0		True
group_3046	1231	1.0	0.9935		True
sbnE	1231	1.0	0.9984		True
sfaB	1231	1.0	0.9992		True
group_3043	1231	1.0	1.0		True
lytS	1231	1.0	0.9984		True
group_3039	1231	1.0	1.0	paralog_readval_masked	False
group_3037	1231	1.0	0.9992		True
ccdC	1231	1.0	1.0		True
pknB	1231	1.0	0.9976		True
group_3028	1231	1.0	1.0		True
group_3024	1231	1.0	0.9984		True
group_3021	1231	1.0	0.9992		True
group_3012	1231	1.0	0.9984		True
group_3011	1231	1.0	0.9984		True
group_3010	1231	1.0	0.9992		True
group_3009	1231	1.0	0.9976		True
group_3008	1231	1.0	1.0		True
group_3006	1231	1.0	0.9992		True
group_3005	1231	1.0	0.9968		True
mhqA	1231	1.0	0.9992		True
group_3000	1231	1.0	0.9984		True
group_2997	1231	1.0	0.9992		True
group_2992	1231	1.0	1.0		True
group_2972	1231	1.0	1.0		True
group_2971	1231	1.0	0.9911		True
group_2968	1231	1.0	1.0		True
group_2967	1231	1.0	0.9976		True
group_2966	1231	1.0	0.9992		True
group_2964	1231	1.0	1.0		True
group_2961	1231	1.0	1.0		True
group_2960	1231	1.0	1.0	paralog_readval_masked	False
group_2959	1231	1.0	1.0		True
group_2958	1231	1.0	0.9951		True
group_2956	1231	1.0	1.0		True
acpP	1231	1.0	1.0		True
msnO8	1231	1.0	0.9911		True
group_2939	1231	1.0	1.0		True
group_2935	1231	1.0	0.9854		False
alsT	1231	1.0	0.9846		False
group_2926	1231	1.0	0.9951		True
group_2924	1231	1.0	1.0		True
pxpB	1231	1.0	0.9846		False
group_2916	1231	1.0	1.0		True
group_2907	1231	1.0	0.9984		True
group_2906	1231	1.0	1.0		True
group_2901	1231	1.0	0.9992		True
group_2893	1231	1.0	0.9976		True
group_2888	1231	1.0	0.9659		False
group_2885	1231	1.0	0.9992		True
cvpA	1231	1.0	1.0		True
group_2877	1231	1.0	0.9903		True
group_2872	1231	1.0	0.9992		True
group_2870	1231	1.0	0.9976		True
group_2867	1231	1.0	1.0		True
group_2866	1231	1.0	1.0		True
group_2864	1231	1.0	1.0	paralog_readval_masked	False
group_2857	1231	1.0	0.9919		True
group_2856	1231	1.0	0.9829		False
group_2854	1231	1.0	1.0		True
yjjG	1231	1.0	0.9951		True
group_2853	1231	1.0	1.0		True
group_2848	1231	1.0	0.9976		True
group_2847	1231	1.0	0.9919		True
yjbQ	1231	1.0	0.9976		True
group_2844	1231	1.0	0.9992		True
potA	1231	1.0	1.0		True
group_2843	1231	1.0	0.9992		True
group_2842	1231	1.0	0.9943		True
group_2841	1231	1.0	0.9959		True
yidC	1231	1.0	0.9984		True
group_2839	1231	1.0	0.9992		True
group_2838	1231	1.0	0.9992		True
group_2837	1231	1.0	0.9984		True
group_2836	1231	1.0	0.9992		True
mntC	1231	1.0	1.0		True
group_2834	1231	1.0	0.9992		True
group_2832	1231	1.0	0.9992		True
group_2831	1231	1.0	0.9984		True
dnaB	1231	1.0	0.9976		True
nrdR	1231	1.0	0.9976		True
vraS	1231	1.0	0.9951		True
group_2826	1231	1.0	1.0		True
group_2825	1231	1.0	0.9976		True
group_2821	1231	1.0	1.0		True
group_2820	1231	1.0	0.9992		True
vraB	1231	1.0	0.9732		False
group_2815	1231	1.0	0.9992		True
group_2814	1231	1.0	0.9976		True
group_2813	1231	1.0	1.0		True
group_2812	1231	1.0	0.9927		True
group_2810	1231	1.0	0.9992		True
group_2809	1231	1.0	0.9927		True
group_2808	1231	1.0	0.9992		True
group_2806	1231	1.0	1.0		True
kdpC	1231	1.0	0.9992		True
sbnA	1231	1.0	0.9992		True
group_2803	1231	1.0	0.9838		False
group_2802	1231	1.0	1.0		True
glcU	1231	1.0	0.9992		True
group_2792	1231	1.0	0.9992		True
group_2786	1231	1.0	0.9951		True
group_2784	1231	1.0	1.0		True
group_2780	1231	1.0	0.9984		True
vraC	1231	1.0	1.0		True
group_2749	1231	1.0	1.0		True
group_2748	1231	1.0	0.9968		True
group_2747	1231	1.0	0.9976		True
group_2746	1231	1.0	1.0		True
group_2744	1231	1.0	0.9992		True
ugpC	1231	1.0	0.9951		True
group_2732	1231	1.0	0.9781		False
group_2730	1231	1.0	0.9984		True
group_2729	1231	1.0	1.0		True
mutL	1231	1.0	0.9959		True
bshC	1231	1.0	0.9943		True
group_2724	1231	1.0	1.0		True
group_2723	1231	1.0	0.9691		False
isdE	1231	1.0	1.0		True
sfaC	1231	1.0	0.9968		True
group_2622	1231	1.0	0.9854		False
group_2616	1231	1.0	0.9968		True
uhpT	1231	1.0	0.9935		True
group_2615	1231	1.0	0.9984		True
group_2614	1231	1.0	0.9911		True
group_2610	1231	1.0	0.9976	paralog_readval_masked	False
group_2608	1231	1.0	0.9992		True
group_2601	1231	1.0	0.9951		True
group_2590	1231	1.0	1.0		True
group_2586	1231	1.0	0.9992		True
group_2585	1231	1.0	1.0		True
group_2584	1231	1.0	1.0		True
group_2583	1231	1.0	1.0		True
group_2582	1231	1.0	1.0		True
dnaI	1231	1.0	1.0		True
group_2581	1231	1.0	1.0		True
mobB	1231	1.0	1.0		True
group_2580	1231	1.0	0.9992		True
group_2578	1231	1.0	0.9911		True
ruvB	1231	1.0	1.0		True
group_2576	1231	1.0	1.0		True
group_2569	1231	1.0	1.0		True
group_2568	1231	1.0	1.0		True
group_2565	1231	1.0	0.9886		False
group_2564	1231	1.0	0.9968		True
group_2558	1231	1.0	1.0		True
group_2548	1231	1.0	0.9943		True
group_2544	1231	1.0	1.0		True
nreC	1231	1.0	1.0		True
group_2531	1231	1.0	0.9943		True
group_2520	1231	1.0	0.9984		True
group_2519	1231	1.0	1.0		True
group_2503	1231	1.0	0.9992		True
dltB	1231	1.0	0.9984		True
dltD	1231	1.0	0.9984		True
group_2497	1231	1.0	1.0		True
group_2496	1231	1.0	0.9984		True
group_2493	1231	1.0	0.9992		True
group_2492	1231	1.0	0.9992		True
group_2489	1231	1.0	1.0		True
group_2482	1231	1.0	1.0		True
group_2479	1231	1.0	1.0		True
mnhE2	1231	1.0	0.9992		True
group_2468	1231	1.0	1.0		True
group_2467	1231	1.0	1.0		True
yhfK	1231	1.0	1.0		True
czrB	1231	1.0	1.0		True
group_2451	1231	1.0	1.0		True
group_2447	1231	1.0	0.9886		False
mnhF1	1231	1.0	1.0		True
group_2432	1231	1.0	1.0		True
group_2411	1231	1.0	1.0		True
group_2409	1231	1.0	0.9992		True
tagX	1231	1.0	0.9894		False
group_2406	1231	1.0	1.0		True
group_2398	1231	1.0	0.9992		True
mnhA1	1231	1.0	1.0		True
sirA	1231	1.0	1.0		True
group_2381	1231	1.0	1.0		True
sirB	1231	1.0	1.0		True
group_2373	1231	1.0	0.9984		True
group_2371	1231	1.0	1.0		True
group_2368	1231	1.0	1.0		True
saeR	1231	1.0	0.9976		True
group_2362	1231	1.0	0.9992		True
group_2359	1231	1.0	0.9992		True
group_2344	1231	1.0	1.0		True
group_2339	1231	1.0	0.9992		True
group_2338	1231	1.0	0.9992		True
cap8L	1231	1.0	0.9992		True
capN	1231	1.0	0.9732		False
group_2335	1231	1.0	0.9992		True
group_2323	1231	1.0	1.0		True
yjbI	1231	1.0	1.0		True
group_2320	1231	1.0	1.0		True
group_2319	1231	1.0	0.9992		True
group_2310	1231	1.0	1.0		True
group_2306	1231	1.0	1.0		True
sbnI	1231	1.0	0.9992		True
group_2296	1231	1.0	0.9968		True
group_2291	1231	1.0	1.0		True
group_2290	1231	1.0	1.0		True
mnmA	1231	1.0	0.9968		True
mpsC	1231	1.0	1.0		True
group_2278	1231	1.0	1.0		True
ureG	1231	1.0	0.9992		True
cap8C	1231	1.0	0.9919		True
group_2271	1231	1.0	0.9992		True
group_2267	1231	1.0	0.9951		True
group_2265	1231	1.0	1.0		True
group_2261	1231	1.0	0.9976		True
group_2260	1231	1.0	1.0		True
group_2259	1231	1.0	1.0		True
group_2254	1231	1.0	1.0		True
group_2246	1231	1.0	1.0		True
group_2243	1231	1.0	0.9992		True
group_2231	1231	1.0	1.0		True
group_2226	1231	1.0	1.0		True
group_2225	1231	1.0	0.9992		True
group_2224	1231	1.0	0.9968		True
ftsZ	1231	1.0	0.9984		True
group_2213	1231	1.0	0.9992		True
group_2210	1231	1.0	1.0		True
group_2208	1231	1.0	0.9943		True
group_2204	1231	1.0	1.0		True
group_2193	1231	1.0	0.9943		True
group_2192	1231	1.0	1.0		True
potB	1231	1.0	0.9992		True
group_2191	1231	1.0	0.9992		True
group_2183	1231	1.0	1.0		True
czrA	1231	1.0	1.0		True
group_2182	1231	1.0	1.0		True
group_2181	1231	1.0	1.0		True
group_2171	1231	1.0	0.9992		True
isdF	1231	1.0	1.0		True
group_2164	1231	1.0	1.0		True
group_2153	1231	1.0	1.0		True
group_2152	1231	1.0	1.0		True
group_2148	1231	1.0	1.0		True
group_2147	1231	1.0	0.9992		True
group_2136	1231	1.0	0.9984		True
group_2133	1231	1.0	0.9976		True
group_2127	1231	1.0	0.9992		True
group_2125	1231	1.0	1.0		True
group_2124	1231	1.0	0.9992		True
group_2120	1231	1.0	1.0		True
group_2118	1231	1.0	0.9992		True
group_2115	1231	1.0	0.987		False
mazF	1231	1.0	1.0		True
group_2111	1231	1.0	1.0		True
group_2107	1231	1.0	1.0		True
group_2099	1231	1.0	1.0		True
group_2096	1231	1.0	1.0		True
group_2092	1231	1.0	0.9992		True
group_2091	1231	1.0	1.0		True
group_2088	1231	1.0	1.0		True
ptpB	1231	1.0	1.0		True
group_2086	1231	1.0	0.9984		True
group_2082	1231	1.0	0.9984		True
group_2081	1231	1.0	1.0		True
group_2080	1231	1.0	1.0		True
group_2078	1231	1.0	1.0		True
group_2073	1231	1.0	1.0		True
group_2072	1231	1.0	1.0		True
group_2068	1231	1.0	0.9992		True
group_2065	1231	1.0	1.0		True
group_2062	1231	1.0	0.9943		True
group_2057	1231	1.0	1.0		True
yghA	1231	1.0	0.9992		True
group_2053	1231	1.0	0.9968		True
group_2052	1231	1.0	1.0		True
group_2050	1231	1.0	1.0		True
group_2049	1231	1.0	1.0		True
group_2048	1231	1.0	0.9976		True
group_2047	1231	1.0	0.9959		True
group_2045	1231	1.0	1.0		True
group_2043	1231	1.0	0.9968		True
acuA	1231	1.0	0.9992		True
group_2039	1231	1.0	0.9854		False
birA	1231	1.0	0.9976		True
group_2026	1231	1.0	0.9992		True
thrE	1231	1.0	1.0		True
group_2017	1231	1.0	0.9968		True
ynfA	1231	1.0	1.0		True
group_2014	1231	1.0	1.0		True
group_2013	1231	1.0	0.9992		True
group_2012	1231	1.0	1.0		True
group_2011	1231	1.0	0.9976		True
group_2008	1231	1.0	1.0		True
group_2007	1231	1.0	0.9976		True
group_2004	1231	1.0	0.9992		True
group_2003	1231	1.0	1.0		True
pde2	1231	1.0	0.9992		True
group_1999	1231	1.0	1.0		True
mauE	1231	1.0	1.0		True
pyrR	1231	1.0	1.0		True
group_1990	1231	1.0	0.9992		True
group_1989	1231	1.0	0.9976		True
mepR	1231	1.0	1.0		True
group_1982	1231	1.0	0.9992		True
group_1980	1231	1.0	1.0		True
group_1979	1231	1.0	1.0		True
group_1978	1231	1.0	1.0		True
recO	1231	1.0	1.0		True
group_1975	1231	1.0	1.0	paralog_readval_masked	False
group_1974	1231	1.0	1.0		True
group_1960	1231	1.0	1.0		True
group_1957	1231	1.0	1.0		True
mnhG1	1231	1.0	1.0		True
group_1953	1231	1.0	1.0		True
group_1952	1231	1.0	1.0		True
group_1951	1231	1.0	1.0		True
group_1950	1231	1.0	1.0		True
group_1947	1231	1.0	1.0		True
ylbF	1231	1.0	1.0		True
group_1943	1231	1.0	1.0		True
group_1939	1231	1.0	1.0		True
group_1929	1231	1.0	1.0		True
group_1928	1231	1.0	0.9854		False
group_1925	1231	1.0	0.9886		False
group_1924	1231	1.0	1.0		True
sbnD	1231	1.0	1.0		True
sfaA	1231	1.0	0.9911		True
group_1913	1231	1.0	1.0		True
group_1911	1231	1.0	1.0		True
lytR	1231	1.0	1.0		True
sufD	1231	1.0	1.0		True
group_1900	1231	1.0	1.0		True
group_1893	1231	1.0	1.0		True
group_1888	1231	1.0	1.0		True
group_1886	1231	1.0	1.0		True
group_1883	1231	1.0	1.0		True
rsgA	1231	1.0	1.0		True
fapR	1231	1.0	1.0		True
copZ	1231	1.0	1.0		True
group_1863	1231	1.0	1.0		True
group_1862	1231	1.0	1.0		True
group_1855	1231	1.0	1.0		True
group_1853	1231	1.0	1.0		True
group_1835	1231	1.0	1.0		True
group_1796	1231	1.0	1.0		True
group_1652	1231	1.0	1.0		True
group_1374	1231	1.0	1.0		True
yajC	1231	1.0	1.0		True
group_1373	1231	1.0	1.0		True
lrgA	1231	1.0	1.0		True
group_1329	1231	1.0	0.9943	paralog_readval_masked	False
group_1325	1231	1.0	0.9992		True
group_1224	1231	1.0	1.0		True
group_1180	1231	1.0	0.9886		False
group_1025	1231	1.0	0.9992		True
tagG	1231	1.0	1.0		True
group_922	1231	1.0	1.0		True
group_886	1231	1.0	1.0		True
group_822	1231	1.0	0.9984		True
group_610	1231	1.0	0.9829		False
group_439	1231	1.0	1.0		True
group_393	1231	1.0	1.0		True
group_388	1231	1.0	0.9992		True
group_376	1231	1.0	0.9659		False
nusA	1231	1.0	0.9984		True
rimP	1231	1.0	1.0		True
group_330	1231	1.0	0.9984		True
group_328	1231	1.0	1.0		True
group_304	1231	1.0	1.0		True
group_294	1231	1.0	0.9992		True
group_293	1231	1.0	0.9992		True
group_275	1231	1.0	0.9992		True
cobW	1231	1.0	0.9984		True
group_210	1231	1.0	0.9992		True
group_209	1231	1.0	0.9984		True
group_208	1231	1.0	0.9943	paralog_readval_masked	False
group_195	1231	1.0	1.0		True
group_176	1231	1.0	1.0		True
group_165	1231	1.0	0.9992		True
group_156	1231	1.0	1.0		True
group_153	1231	1.0	1.0		True
group_149	1231	1.0	1.0		True
group_141	1231	1.0	0.9984		True
recF	1231	1.0	0.9992		True
group_140	1231	1.0	0.9992		True
clpX	1231	1.0	1.0		True
sasC	1231	1.0	0.8562		False
group_134	1231	1.0	0.9886		False
group_98	1231	1.0	1.0		True
group_96	1231	1.0	1.0		True
isdA	1231	1.0	0.9992		True
group_90	1231	1.0	1.0		True
group_86	1231	1.0	0.9984		True
group_65	1231	1.0	0.9992		True
group_57	1231	1.0	1.0		True
group_56	1231	1.0	1.0		True
group_55	1231	1.0	0.4167		False
group_53	1231	1.0	0.9992		True
group_42	1231	1.0	1.0		True
group_41	1231	1.0	1.0		True
hlgA~~~lukE	1231	1.0	0.9813		False
group_5810	1230	0.9992	1.0		True
group_5790	1230	0.9992	1.0		True
group_5773	1230	0.9992	0.9967		True
group_5772	1230	0.9992	1.0		True
secY	1230	0.9992	0.9992		True
group_5752	1230	0.9992	1.0		True
group_5751	1230	0.9992	0.9992		True
clpL~~~clpE	1230	0.9992	0.9886		False
group_5747	1230	0.9992	0.9967		True
group_5745	1230	0.9992	0.9992		True
group_5723	1230	0.9992	1.0		True
group_5711	1230	0.9992	0.9805		False
group_5702	1230	0.9992	0.9992		True
ppaX	1230	0.9992	0.9967		True
group_5698	1230	0.9992	0.9967		True
group_5692	1230	0.9992	0.9984		True
group_5661	1230	0.9992	1.0		True
group_5645	1230	0.9992	1.0		True
nusG	1230	0.9992	0.9976		True
group_5629	1230	0.9992	0.9976		True
group_5624	1230	0.9992	0.9927		True
group_5617	1230	0.9992	1.0		True
group_5609	1230	0.9992	1.0		True
group_5598	1230	0.9992	0.9976		True
group_5597	1230	0.9992	0.9992		True
group_5577	1230	0.9992	0.9984		True
group_5572	1230	0.9992	0.9967		True
group_5564	1230	0.9992	1.0		True
group_5563	1230	0.9992	1.0		True
group_5560	1230	0.9992	1.0		True
group_5556	1230	0.9992	1.0		True
group_5554	1230	0.9992	0.9789		False
srrA	1230	0.9992	0.9992		True
group_5535	1230	0.9992	1.0		True
group_5529	1230	0.9992	1.0		True
group_5512	1230	0.9992	0.9976		True
group_5511	1230	0.9992	1.0		True
gpsB	1230	0.9992	0.9992		True
group_5506	1230	0.9992	0.9984		True
group_5489	1230	0.9992	1.0		True
group_5486	1230	0.9992	0.9927		True
group_5482	1230	0.9992	1.0		True
group_5466	1230	0.9992	0.9943		True
group_5464	1230	0.9992	0.9992		True
group_5462	1230	0.9992	1.0		True
group_5450	1230	0.9992	0.0033		False
group_5390	1230	0.9992	1.0		True
recU	1230	0.9992	1.0		True
group_5372	1230	0.9992	1.0		True
group_5371	1230	0.9992	1.0		True
group_5362	1230	0.9992	0.9992		True
group_5354	1230	0.9992	1.0		True
group_5352	1230	0.9992	1.0		True
metS	1230	0.9992	1.0		True
adsA	1230	0.9992	0.9805		False
group_5329	1230	0.9992	0.9984		True
group_5326	1230	0.9992	1.0		True
group_5325	1230	0.9992	0.9976		True
group_5322	1230	0.9992	1.0		True
group_5309	1230	0.9992	1.0		True
group_5306	1230	0.9992	0.9976		True
group_5305	1230	0.9992	1.0		True
group_5253	1230	0.9992	1.0		True
group_5251	1230	0.9992	1.0		True
phoU	1230	0.9992	1.0		True
group_5250	1230	0.9992	1.0		True
group_5237	1230	0.9992	0.9976		True
group_5193	1230	0.9992	0.9992		True
folE2	1230	0.9992	1.0		True
group_5160	1230	0.9992	0.9992		True
perR	1230	0.9992	0.9992		True
group_5137	1230	0.9992	1.0		True
srrB	1230	0.9992	0.9976		True
group_5103	1230	0.9992	1.0		True
group_5102	1230	0.9992	1.0		True
group_5083	1230	0.9992	0.9886		False
group_5071	1230	0.9992	0.9943		True
group_5024	1230	0.9992	1.0		True
group_5022	1230	0.9992	0.9943		True
group_5009	1230	0.9992	0.9992		True
opuD	1230	0.9992	0.9992		True
group_5002	1230	0.9992	1.0	paralog_readval_masked	False
scpA	1230	0.9992	0.9927		True
group_4991	1230	0.9992	0.9935		True
group_4986	1230	0.9992	1.0		True
group_4985	1230	0.9992	0.9992		True
group_4983	1230	0.9992	0.9984		True
group_4977	1230	0.9992	1.0		True
srtA	1230	0.9992	0.9992		True
group_4966	1230	0.9992	0.9992		True
group_4961	1230	0.9992	0.9967		True
group_4956	1230	0.9992	0.9984		True
group_4951	1230	0.9992	1.0		True
group_4950	1230	0.9992	1.0		True
group_4943	1230	0.9992	1.0		True
sarA	1230	0.9992	1.0	paralog_readval_masked	False
ybeY	1230	0.9992	1.0		True
group_4904	1230	0.9992	1.0	paralog_readval_masked	False
group_4902	1230	0.9992	1.0		True
group_4893	1230	0.9992	0.9976		True
group_4876	1230	0.9992	1.0		True
group_4875	1230	0.9992	1.0		True
group_4862	1230	0.9992	0.9984		True
group_4850	1230	0.9992	0.9992		True
ytcI	1230	0.9992	0.9976		True
group_4841	1230	0.9992	1.0		True
group_4840	1230	0.9992	1.0		True
group_4838	1230	0.9992	1.0		True
group_4827	1230	0.9992	0.9992		True
group_4824	1230	0.9992	1.0		True
yeeN	1230	0.9992	0.9992		True
group_4810	1230	0.9992	0.9984		True
group_4795	1230	0.9992	0.9902		True
group_4794	1230	0.9992	1.0		True
group_4785	1230	0.9992	0.9984		True
group_4784	1230	0.9992	0.9992		True
yclN	1230	0.9992	0.9976		True
group_4769	1230	0.9992	1.0		True
group_4764	1230	0.9992	1.0		True
group_4762	1230	0.9992	0.9935		True
group_4750	1230	0.9992	0.9992		True
group_4749	1230	0.9992	0.9976		True
group_4747	1230	0.9992	1.0		True
nmrA	1230	0.9992	0.9504		False
pstB	1230	0.9992	0.9984		True
group_4740	1230	0.9992	0.9984		True
group_4733	1230	0.9992	1.0		True
yfhO	1230	0.9992	0.9878		False
group_4725	1230	0.9992	0.9951		True
amaP	1230	0.9992	1.0		True
group_4724	1230	0.9992	0.9976		True
group_4709	1230	0.9992	1.0		True
group_4700	1230	0.9992	0.2		False
group_4695	1230	0.9992	1.0		True
group_4691	1230	0.9992	1.0		True
group_4689	1230	0.9992	0.9992		True
group_4655	1230	0.9992	0.9984		True
group_4649	1230	0.9992	1.0		True
group_4648	1230	0.9992	1.0		True
group_4647	1230	0.9992	1.0		True
ecfT	1230	0.9992	1.0		True
